S.No,English,Hindi
1092,"[ 199 ]  India also contains four of the world's 34  biodiversity hotspots , [ 70 ]  or regions that display significant habitat loss in the presence of high endemism.",राज्य एवं संघ शासित प्रदेश   ·   शहर   ·     जिले   ·   स्वायत्त क्षेत्र   ·   नगरपालिकाएं    ·      पारंपरिकउपखंड पर्यावरण
1093,[ o ] [ 200 ],टीकाकरण आच्छादन
1094,"[ 201 ] [ 202 ]   Moderately dense forest , whose canopy density is between 40% and 70%, occupies 9.39% of India's land area.",न्यायपलिका सर्वोच्च न्यायालय मुख्य न्यायाधीश   उच्च न्यायालय   जिला न्यायालय नीति विदेश नीति ऊर्जा नीति
1095,"[ 201 ] [ 202 ]  It predominates in the  temperate coniferous forest  of the  Himalayas , the moist deciduous  sal  forest of eastern India, and the dry deciduous  teak  forest of central and southern India.",दे वा सं दक्षिण एशिया  के  देश  एवं क्षेत्र बांग्लादेश   ·   भूटान   ·   भारत   ·   माल्दीव   ·   नेपाल   ·   पाकिस्तान   ·   श्रीलंका     कई बार सम्मिलित:    अफगानिस्तान  •  बर्मा  •  ईरान  •  ब्रिटिश हिन्द महासागरीय क्षेत्र  •  तिब्बत
1096,"[ 203 ]  India has two natural zones of  thorn forest , one in the  Deccan Plateau , immediately east of the Western Ghats, and the other in the western part of the Indo-Gangetic plain, now turned into rich agricultural land by irrigation, its features no longer visible.","↑   अलग-अलग स्रोतों से हमें यह संख्या भिन्न-भिन्न प्राप्त होती है, यह प्राथमिक तौर पर इसपर निर्भर करता है कि ""भाषा"" और ""बोली"" को कैसे समाहित एवं परिभाषित किया गया है।  ऍथनोलॉग  सूची में भारत की 461 ज़ुबान (विश्वस्तर पर 6,912 में से) हैं, जिनमें 447 अभी बोली जाती हैं जबकि 14 लुप्तप्राय हैं। [ 9 ] [ 10 ]"
1097,[ 204 ],गुजरात
1098,"Among the Indian subcontinent's notable indigenous trees are the  astringent   Azadirachta indica , or  neem , which is widely used in rural Indian  herbal medicine , [ 205 ]  and the luxuriant  Ficus religiosa , or  peepul , [ 206 ]  which is displayed on the ancient seals of  Mohenjo-daro , [ 207 ]  and under which  the Buddha  is recorded in the  Pali canon  to have sought enlightenment.","कोपेन  के वर्गीकरण में भारत में छह प्रकार की जलवायु का निरूपण है किन्तु यहाँ यह भी ध्यातव्य है कि भू-आकृति के प्रभाव में छोटे और स्थानीय स्तर पर भी जलवायु में बहुत विविधता और विशिष्टता मिलती है। भारत की जलवायु दक्षिण में  उष्णकटिबंधीय  है और हिमालयी क्षेत्रों में अधिक ऊँचाई के कारण  अल्पाइन  (ध्रुवीय जैसी), एक ओर यह पुर्वोत्तर भारत में उष्ण कटिबंधीय नम प्रकार की है तो पश्चिमी भागों में शुष्क प्रकार की।"
1099,[ 208 ],"1,818,872"
1100,"Many Indian species have descended from those of  Gondwana , the southern  supercontinent  from which India separated more than 100 million years ago.",पूर्वी भारत   ·     पश्चिमी भारत   ·     उत्तरी भारत   ·   दक्षिण भारत   ·     पूर्वोत्तर भारत   उपखंड
1101,[ 209 ]  India's subsequent collision with Eurasia set off a mass exchange of species.,"↑   ""List of all left- & right-driving countries around the world"" ."
1102,"However,  volcanism  and  climatic changes  later caused the extinction of many endemic Indian forms.","↑   ""Gupta period has been described as the Golden Age of Indian history"" ."
1103,"[ 210 ]  Still later, mammals entered India from Asia through two  zoogeographic  passes flanking the Himalayas.","Commissioner for Linguistic Minorities, Ministry of Minority Affairs, भारत सरकार."
1104,"India contains 172  IUCN -designated  threatened animal species , or 2.9% of endangered forms.","And by 1856, the British conquest and its authority were firmly established."
1105,[ 216 ]  These include the endangered  Bengal tiger  and the  Ganges river dolphin .,"↑   ""Most populous nation: Should India rejoice or panic?"" ."
1106,"Critically endangered  species include the  gharial , a  crocodilian ; the  great Indian bustard ; and the  Indian white-rumped vulture , which has become nearly extinct by having ingested the carrion of  diclofenac -treated cattle.",पाषाण युग   ·     भीमबेटका   ·   सिंधु घाटी सभ्यता   ·     आर्य विस्थापन   ·     वैदिक काल   ·     महाजनपद   ·     मगध   ·     मध्य रजवाड़े   ·     होयसाल   ·     चोल   ·     काकातीय   ·     इस्लामी सल्तनतें   ·   विजयनगर   ·     मुगल   ·     मराठा   ·     यूरोपियाई व्यापार   औपनिवेशिक
1107,"[ 217 ]  Before they were extensively used for agriculture and cleared for human settlement, the thorn forests of Punjab were mingled at intervals with open grasslands that were grazed by large herds of blackbuck preyed on by the  Asiatic cheetah ; the blackbuck, no longer extant in Punjab, is now severely endangered in India, and the cheetah is extinct.","हाल ही में, भारत का संयुक्त राष्ट्रे अमेरिका और यूरोपीय संघ के साथ आर्थिक, सामरिक और सैन्य सहयोग बढ़ गया है। 2008 में, भारत और संयुक्त राज्य अमेरिका के बीच असैनिक परमाणु समझौते हस्ताक्षर किए गए थे। हालाँकि उस समय भारत के पास परमाणु हथियार था और परमाणु अप्रसार संधि (एनपीटी) के पक्ष में नहीं था यह अंतरराष्ट्रीय परमाणु ऊर्जा एजेंसी और न्यूक्लियर सप्लायर्स ग्रुप (एनएसजी) से छूट प्राप्त है, भारत की परमाणु प्रौद्योगिकी और वाणिज्य पर पहले प्रतिबंध समाप्त."
1108,[ 218 ]  The pervasive and ecologically devastating human encroachment of recent decades has critically endangered Indian wildlife.,भारत   ·     ईरान   ·     मालदीव   ·     ओमान   ·     पाकिस्तान   ·     सोमालिया   ·     यमन
1109,"[ 220 ]  India hosts  more than five hundred wildlife sanctuaries  and  eighteen   biosphere reserves , [ 221 ]  four of which are part of the  World Network of Biosphere Reserves ;  seventy-five wetlands  are registered under the  Ramsar Convention .",कलाएं   ·     स्थापत्यकला   ·     जाति   ·     चलचित्र   ·     खानपान   ·     नृत्य   ·     जनसांख्यिकी   ·     वेशभूषा   ·     लोककथाएं   ·     अवकाश   ·     भाषाएं   ·     साहित्य   ·     मास मीडिया   ·     मार्शल आर्ट्स   ·     संगीत   ·     धर्म   ·     क्रीड़ा   ·     शिक्षा
1110,[ 222 ],चेन्नई
1111,,
1112,,
1113,,
1114,,
1115,"India has the majority of the world's wild  tigers , approximately 3,170 in 2022.","↑   Narayan, Jitendra; John, Denny; Ramadas, Nirupama (2018)."
1116,[ 223 ],तमिलनाडु
1117,,
1118,,
1119,,
1120,A  chital  ( Axis axis ) stag in the  Nagarhole National Park  in a region covered by a moderately dense [ p ]  forest.,दे वा सं   भारत  के  विषय मूल विषय   ·   विषयों की वर्णक्रमवार सूची इतिहास समीक्षा
1121,"The young male  cheetahs , all from the same litter, were sitting together when they were shot at night.","↑   ""Census 2011: Literacy Rate and Sex Ratio in India Since 1901 to 2011"" ."
1122,Politics and government,मुख्य लेख:  भारत की राजनीति
1123,Politics,पूजा स्थल
1124,Main article:  Politics of India,"जीवन प्रत्याशा, जन्म के समय"
1125,"As part of  Janadesh 2007 , 25,000 pro- land reform   landless  people in  Madhya Pradesh  listen to  Rajagopal P.",भारत जीके प्रश्न उत्तर हिंदी पीडीएफ में   Archived  2020-02-22 at the  वेबैक मशीन
1126,V.,
1127,[ 224 ],"1,795,648"
1128,"A  parliamentary republic  with a  multi-party system , [ 225 ]  India has six   recognised  national parties , including the  Indian National Congress  (INC) and the  Bharatiya Janata Party  (BJP), and more than 50   regional parties .",साक्षरता   ·     केन्द्रीय माध्यमिक शिक्षा बोर्ड   ·     काउंसिल ऑफ इंडियन स्कूल सर्टिफिकेट एग्ज़ामिनेशंस   ·     राष्ट्रीय मुक्त विद्यालयी शिक्षा संस्थान   ·     सर्व शिक्षा अभियान   ·     विश्वविद्यालय अनुदान आयोग   ·     अखिल भारतीय तकनीकी शिक्षा परिषद   ·     भारतीय प्रौद्योगिकी संस्थान .
1129,"[ 226 ]  The Congress is considered  center  in Indian  political culture , [ 227 ]  and the BJP  right-wing .",भारत २०११  (प्रकाशन विभाग द्वारा प्रकाशित भारत के बारे में सम्पूर्ण जानकारी)
1130,[ 232 ],कोलकाता
1131,Its government lasted just over two years.,दादरा और नागर हवेली * ( सिलवासा )
1132,There were two prime ministers during this period;  Morarji Desai  and  Charan Singh .,↑   Analysts Say India'S Power Aided Entry Into East Asia Summit.
1133,There were two prime ministers during this period;  V.P.,भारतीय प्रक्षेपास्त्र अग्नि की मारक सीमा
1134,Singh  and  Chandra Shekhar .,राज्य और राजधानियाँ
1135,[ 233 ]  Elections were held again in  1991 ; no party won an absolute majority.,सीएस1 रखरखाव: BOT: original-url status unknown ( link )
1136,"The Congress, as the largest single party, was able to form a  minority government  led by  P.","↑   ""Memorandum of Settlement on Bodoland Territorial Council (BTC)"" ."
1137,V.,J.
1138,Narasimha Rao .,टीवी स्वामित्व
1139,[ 234 ],"1,730,320"
1140,,
1141,US president  Barack Obama  addresses the  members  of the  Parliament of India  in  New Delhi  in November 2010.,कार्यपालिका     प्रधानमंत्री   उप-प्रधानमंत्री   मंत्रिमंडल  सरकारी संस्थाएं
1142,A two-year period of political turmoil followed the general election of  1996 .,सीएस1 रखरखाव: BOT: original-url status unknown ( link )
1143,Several short-lived alliances shared power at the centre.,"पद्मनाभस्वामी मंदिर ,  तिरुवनन्तपुरम ,  केरल"
1144,There were two prime ministers during this period;  H.D.,"उर्दू [ 123 ] , भोजपुरी , अवधी , संस्कृत"
1145,Deve Gowda  and  I.K.,ऊर्जा उत्पादन क्षमता
1146,Gujral .,गुजरात
1147,"In  1998 , the BJP was able to form a successful coalition, the  National Democratic Alliance  (NDA).",Where East Looks West: Success in English in Goa and on the Konkan Coast .
1148,It had the support of  left-leaning  parties and MPs who opposed the BJP.,"↑   ""Population Enumeration Data (Final Population)"" ."
1149,"[ 238 ]  In the  2019 general election , the BJP was victorious again with majority.","""Malnutrition in India: status and government initiatives""."
1150,[ 239 ],"1,729,359"
1151,,
1152,Government,प्रजनन दर
1153,Main articles:  Government of India  and  Constitution of India,"मराठी , [ 117 ] :27   [ 127 ]  English [ 128 ]"
1154,[ 240 ],बिहार
1155,It is a constitutional  republic .,मुख्य लेख:  भारत सरकार
1156,Federalism in India  defines the power distribution between the union and the  states .,"↑   ""The Goa, Daman and Diu Official Language Act, 1987""   (PDF) ."
1157,[ 244 ] [ 245 ],मानव विकास सूचकांक
1158,"The Government of India comprises three branches: the  Executive ,  Legislature , and  Judiciary .","↑   भारत सरकार,  सिक्किम भारत का राज्य   (PDF) , अभिगमन तिथि 16 जुलाई 2007"
1159,[ 248 ] [ 249 ]  The  Prime Minister of India  is the  head of government  and exercises most  executive power .,यह सामग्री  क्रियेटिव कॉमन्स ऍट्रीब्यूशन/शेयर-अलाइक लाइसेंस  के तहत उपलब्ध है;
1160,Any minister holding a portfolio must be a member of one of the houses of parliament.,"↑   ""सभी राज्यों की साक्षरता दर, स्कूल से लेकर डिग्री तक।"" ."
1161,Civil servants  act as permanent executives and all decisions of the  executive  are implemented by them.,"↑   ""2019 तक मल्टीप्लेक्स स्क्रीन 3,000 से अधिक बढ़ने की उम्मीद:रिपोर्ट"" ."
1162,[ 252 ],"1,683,200"
1163,The legislature of India is the  bicameral   parliament .,बांग्ला  और कोक्रोबोरोक [ 132 ] [ 133 ]
1164,[ 255 ],जयपुर
1165,[ 261 ],राजस्थान
1166,,
1167,Administrative divisions,स्वच्छ पेयजल पहुँच
1168,Main article:  Administrative divisions of India,मुख्य लेख:  भारत के वैदेशिक सम्बन्ध
1169,See also:  Political integration of India,2014 में पुतिन और मोदी नई दिल्ली में
1170,India is a federal union comprising 28  states  and 8  union territories .,"↑   Balakrishnan, Kalpana; Dey, Sagnik;  एवं अन्य (2019)."
1171,"In 1956, under the  States Reorganisation Act , states were reorganised on a linguistic basis.",",  मूल  से 27 सितंबर 2007 को पुरालेखित , अभिगमन तिथि 16 जुलाई 2007"
1172,[ 263 ],लुधियाना
1173,,
1174,A clickable map of the 28 states and 8 union territories of India,"डल्लास, टेक्सास: एसआईएल इंटरनेशनल द्वारा  ऍथनोलॉग ."
1175,States,पंजाब
1176,,
1177,Andhra Pradesh,नाम व्युत्पत्ति
1178,Arunachal Pradesh,बिजली उपलब्धता
1179,Assam,[ 103 ]
1180,Bihar,"3,59,854"
1181,Chhattisgarh,बेरोजगारी दर
1182,Goa,१४
1183,Gujarat,शहर का नाम
1184,Haryana,शहर का नाम
1185,Himachal Pradesh,मतदाता संख्या
1186,Jharkhand,मानव तस्करी
1187,Karnataka,मीडिया पहुँच
1188,Kerala,"1,613,878"
1189,Madhya Pradesh,महिला सुरक्षा
1190,Maharashtra,लिंगानुपात
1191,Manipur,"8,425,970"
1192,Meghalaya,लोकसभा सीटें
1193,Mizoram,"6,809,970"
1194,Nagaland,वाहन घनत्व
1195,Odisha,2016-2017
1196,Punjab,"2,94,320"
1197,Rajasthan,साक्षरता दर
1198,Sikkim,धर्म
1199,Tamil Nadu,गोआ  ( पणजी )
1200,Telangana,महाराष्ट्र
1201,Tripura,"5,570,585"
1202,Uttar Pradesh,संस्थागत प्रसव
1203,Uttarakhand,लदाख * ( लेह )
1204,West Bengal,"12,478,447"
1205,Union territories,भारतीय संसद भवन
1206,"Foreign, economic, and strategic relations",युद्ध अभ्यास करते भारतीय टैंक
1207,Main articles:  Foreign relations of India  and  Indian Armed Forces,"↑   ""भारत को सोने की चिड़िया क्यों कहा जाता था?"" ."
1208,"During the 1950s and 60s, India played a pivotal role in the  Non-Aligned Movement .","""The Chhattisgarh Official Language (Amendment) Act, 2007"" ."
1209,[ 267 ]  India has had  tense relations  with neighbouring Pakistan.,"↑  अ   आ   Coningham & Young 2015 , पृ॰प॰ 104–105."
1210,"The two have gone to war four times: in  1947 ,  1965 ,  1971 , and  1999 .","↑   ""History : Indian Freedom Struggle (1857-1947)"" ."
1211,"[ 268 ]  In the late 1980s, the Indian military twice intervened abroad at the invitation of the host country: a  peace-keeping operation  in  Sri Lanka  between 1987 and 1990; and an armed intervention to prevent a  1988 coup d'état attempt  in the Maldives.",एकीकरण   ·     गुट निरपेक्ष आंदोलन   ·     पंच-वर्षीय योजनाएं   ·     भारत-चीन युद्ध   ·     भारत-पाकिस्तान युद्ध   ·     हरित क्रांति   ·     श्वेत क्रांति   ·     नक्सलवादी   ·     अंतरिक्ष कार्यक्रम   ·     आपातकाल   ·     खालिस्तान आंदोलन   ·     भारतीय शांति सेना   ·     आर्थिक सुधार   ·     पोखरण-द्वितीय   सरकार
1212,[ 269 ],प्रतिशत
1213,"It participates in the  East Asia Summit , the  G8+5 , and other multilateral forums.","↑   ""The Himachal Pradesh Official Language Act, 1975""   (PDF) ."
1214,"[ 271 ]  India has close economic ties with countries in  South America , [ 272 ]  Asia, and Africa; it pursues a  ""Look East"" policy  that seeks to strengthen partnerships with the  ASEAN  nations,  Japan , and  South Korea  that revolve around many issues, but especially those involving economic investment and regional security.","केवल तीस लाख विदेशी पर्यटकों के प्रतिवर्ष आने के बाद भी  भारतीय पर्यटन  राष्ट्रीय आय का एक अति आवश्यक, परन्तु कम विकसित स्रोत है। पर्यटन उद्योग भारत के जीडीपी का कुल ५,३% है। पर्यटन १०% भारतीय कामगारों को आजीविका देता है। वास्तविक संख्या ४.२ करोड है। आर्थिक रूप से देखा जाए तो पर्यटन  भारतीय अर्थव्यवस्था  को लगभग $४०० करोड डालर प्रदान करता है। भारत के प्रमुख व्यापार सहयोगी हैं  अमरीका ,  जापान ,  चीन  और  संयुक्त अरब अमीरात ।"
1215,[ 273 ] [ 274 ],प्रशासनिक प्रभाग
1216,,
1217,[ 275 ],हिन्दू
1218,"[ 278 ] [ 279 ]  It is developing a  ballistic missile defence shield  and, a  fifth-generation fighter jet .",""" https://hi.wikipedia.org/w/index.php?title=भारत&oldid=6306940 "" से प्राप्त"
1219,[ 282 ],79.80%
1220,"India is estimated to possess up to 172 nuclear warheads, and is considered to be producing both highly enriched uranium (HEU) and weapons-grade plutonium, with its HEU production assumed to be focused on its growing number of nuclear-powered vessels' and submarines' fuels.",ईस्ट इंडिया कंपनी   ·     पलासी   ·     १८५७ स्वतंत्रता संग्राम   ·   ब्रिटिश राज   ·     रेलवे   ·     अर्थ-व्यवस्था   ·     सेना   ·   ज़मीनदारी    ·     सामाजिक बदलाव   ·     राजनीतिक सधार   ·     भारतीय रजवाड़े   ·     बंगाल का विभाजन   ·     स्वतंत्रता संग्राम   ·     १९४३ दुर्भिक्ष   ·     द्वितीय विश्व युद्ध    ·     विभाजन   गणतंत्र
1221,[ 283 ] [ 284 ]   Kristensen   et al.,भारतीय सर्वोच्च न्यायालय
1222,"of Nuclear Information Project with the  Federation of American Scientists  estimate that India is operating eight nuclear-capable systems as of 2024, including aircraft, land-based and sea-based ballistic missile systems, with most of its programs in development thought to be nearing ""completion and to be fielded with the armed forces soon"".","↑    (a)  Dyson, Tim (2018),  A Population History of India: From the First Modern People to the Present Day ,  ऑक्सफोर्ड यूनिवर्सिटी प्रे , पपृ॰ 14–15,  आई॰ऍस॰बी॰ऍन॰   978-0-19-882905-8 ; (b)  Robb, Peter (2011),  A History of India ,  मैकमिलन , पृ॰ 46,  आई॰ऍस॰बी॰ऍन॰   978-0-230-34549-2 [ मृत कड़ियाँ ] ; (c)  Ludden, David (2013),  India and South Asia: A Short History , Oneworld Publications, पृ॰ 19,  आई॰ऍस॰बी॰ऍन॰   978-1-78074-108-6"
1223,[ 283 ],मुस्लिम
1224,"[ 285 ]  In 2008, a  civilian nuclear agreement  was signed between India and the United States.",भारत के बारे में दे वा सं भारत के राज्य  और  संघ राज्यक्षेत्र राज्य
1225,"Although India possessed nuclear weapons at the time and was not a party to the Nuclear Non-Proliferation Treaty, it received waivers from the  International Atomic Energy Agency  and the  Nuclear Suppliers Group , ending earlier restrictions on India's nuclear technology and commerce.",कृषि   ·     संचार   ·     कंपनियां   ·     शिक्षा   ·     एक्स्चेंज   ( बी.एस.ई   ·     एन.एस.ई )   ·     स्वास्थ्य   ·     आय   ·     गरीबी   ·     जीवन स्तर   ·     रिज़र्व बैंक   ·     रुपया   ·     पर्यटन   ·     श्रमिक   ·     वानिकी   ·     मत्स्य पालन   ·     परिवहन   ·     ऊर्जा   ( सौर ऊर्जा   ·     पवन   ·     नाभिकीय )   ·     जल   संस्कृति
1226,"As a consequence, India became the sixth de facto nuclear weapons state.","↑  अ   आ   इ   ""रक्षा आवंटन 10 प्रतिशत बढ़ाया गया"" ."
1227,[ 290 ],14.23%
1228,,
1229,[ 298 ],ईसाई
1230,,
1231,Economy,"4,681,087"
1232,Main article:  Economy of India,मुख्य लेख:  भारत के राज्य
1233,"In 2019, 43% of India's total workforce was employed in agriculture.","↑   ""Introduction to the Ancient Indus Valley"" ."
1234,[ 301 ] Women tend to a recently planted rice field in  Junagadh  district in Gujarat.,↑   संस्कृत और  संस्कृतिकृत बांग्ला  के मिश्रण में लिखा गया है।
1235,55% of India's female workforce was employed in agriculture in 2019.,"↑  अ   आ   ""Official status of Urdu in Andhra Pradesh"" ."
1236,[ 300 ],2.30%
1237,[ 310 ],1.72%
1238,[ 316 ],बौद्ध
1239,[ 321 ]  India is ranked 39th in the  Global Innovation Index  in 2024.,"↑   ""Malayalam, How to Arrest its Withering Away?"" ,  M."
1240,"[ 322 ]  In 2023, India's consumer market was the  world's fifth largest .","↑   ""The Bihar Official Language Act, 1950""   (PDF) ."
1241,[ 323 ],0.70%
1242,"It is expected to grow to US$3,264 by 2026.",मुख्य लेख:  भारत की अर्थव्यवस्था
1243,"A panorama of  Bengaluru , the centre of India's software development economy.","↑   ""The Haryana Official Language Act, 1969""   (PDF) ."
1244,[ 324 ],0.37%
1245,"[ 325 ]  The World Bank cautions that, for India to achieve its economic potential, it must continue to focus on public sector reform,  transport infrastructure , agricultural and rural development, removal of labour regulations,  education ,  energy security , and  public health  and nutrition.","इरित्रिया   ·     कीनिया   ·   कोमोरोस   ·     जिबूती   ·     मिस्र   ·     फ़्रान्स  ( मेयोट  और  रेयूनियों )  ·     मेडागास्कर   ·     मॉरिशस   ·     मोज़ाम्बीक   ·     सेशेल्स   ·     सोमालिया   ·     दक्षिण अफ़्रीका   ·     सूडान   ·     तंज़ानिया   ·   सोमालीलैंड   ( गैर मान्यता प्राप्त )   ·     रोड्रीग्वेज़ ,  मौरीशस   ·     ज़ंज़ीबार ,  तंजानिया   एशिया"
1246,[ 326 ],निधर्मी
1247,"According to the Worldwide Cost of Living Report 2017 released by the  Economist Intelligence Unit  (EIU) which was created by comparing more than 400 individual prices across 160 products and services, four of the cheapest cities were in India:  Bengaluru  (3rd),  Mumbai  (5th),  Chennai  (5th) and  New Delhi  (8th).","↑   ""देश का यथार्थ आकार बहस का मुद्दा है क्योंकि कुछ सीमायें विवादग्रस्त हैं। भारत सरकार के अनुसार कुल क्षेत्रफल 3,287,260 कि॰मी 2  (1,269,220 वर्ग मील) है और कुल भूमि का क्षेत्रफल 3,060,500 कि॰मी 2  (1,181,700 वर्ग मील) है; संयुक्त राष्ट्र की सूची के अनुसार कुल क्षेत्रफल 3,287,263 कि॰मी 2  (1,269,219 वर्ग मील) और कुल भूमि का क्षेत्रफल 2,973,190 कि॰मी 2  (1,147,960 वर्ग मील) है।"" [ 12 ]"
1248,[ 327 ],0.24%
1249,,
1250,Industries,उत्तर प्रदेश
1251,A tea garden in Sikkim.,अरुणाचल प्रदेश  ( इटानगर )
1252,It contributes 6.5% to India's GDP.,उत्तराखण्ड  ( देहरादून )
1253,[ 329 ],भाषाएँ
1254,[ 333 ],संस्कृत
1255,The  pharmaceutical industry in India  emerged as a global player.,"↑   ""हिंदू-मुस्लिम आबादी की पेचीदगी को समझें"" ."
1256,"As of 2021, with 3000 pharmaceutical companies and 10,500 manufacturing units, India is the world's third-largest pharmaceutical producer, largest producer of generic medicines and supply up to 50–60% of global vaccines demand, these all contribute up to  US$ 24.44 billions in exports and India's local pharmaceutical market is estimated up to  US$ 42 billion.","भारत में २०११ की जनगणना के अनुसार  ७४.०४ प्रतिशत साक्षरता  [ 113 ] है, जिस में से ८२.१४% पुरुष और स्त्रियो की साक्षरता ६५.४६ हैं।  [ 114 ]   लिंग अनुपात  की दृष्टि से भारत में प्रत्येक १००० पुरुषों के पीछे मात्र ९४० महिलायें हैं। कार्य भागीदारी दर (कुल जनसंख्या में कार्य करने वालों का भाग) ३९.१% है। पुरुषों के लिए यह दर ५१,७% और स्त्रियों के लिये २५,६% है। भारत की १००० जनसंख्या में २२.३२ जन्मों के साथ बढ़ती जनसंख्या के आधे लोग २२.६६ वर्ष से कम आयु के हैं।"
1257,[ 334 ] [ 335 ]  India is among the top 12 biotech destinations in the world.,राष्ट्रपति   उपराष्ट्रपति विधायिका लोक सभा राज्य सभा
1258,[ 338 ],हिन्दी
1259,,
1260,Energy,अंग्रेजी
1261,Main articles:  Energy in India  and  Energy policy of India,राष्ट्रीय सूचना विज्ञान केंद्र  (Hindi में).
1262,[ 340 ]  India emits about 7% of global greenhouse gas emissions.,"The Konkani-Marathi Controversy : 2000-01 version""."
1263,[ 343 ],मराठी
1264,,
1265,Socio-economic challenges,उत्तर प्रदेश  ( लखनऊ )
1266,[ 344 ],नेपाली
1267,[ 345 ]  The proportion decreased from 60% in 1981 to 42% in 2005.,"↑   ""Tripura Official Language Act, 1964""   (PDF) ."
1268,[ 352 ],मैथिली
1269,[ 354 ],पंजाबी
1270,[ 355 ]   Corruption in India  is perceived to have decreased.,मूल   (PDF)  से 30 अप्रैल 2016 को पुरालेखित .
1271,[ 356 ] [ 357 ],असम  ( दिसपुर )
1272,,
1273,"Demographics, languages, and religion",मुख्य लेख:  भारत की भाषाएँ
1274,See also:  South Asian ethnic groups,आंध्र प्रदेश  ( अमरावती )
1275,India by language The language families of South Asia,"संथाली ,  ओडिया  और्  बांग्ला [ 117 ]"
1276,[ 358 ]  The median age was 28.7 in 2020.,"असमिया ,  अंग्रेज़ी [ 118 ]"
1277,[ 361 ],तमिल
1278,"[ 291 ]  There are around 93 physicians per 100,000 people.","↑   ""Profile | National Portal of India"" ."
1279,"[ 363 ]  Yet, in 2001, over 70% still lived in rural areas.",मूल   (PDF)  से 8 जुलाई 2016 को पुरालेखित .
1280,[ 368 ],तेलुगू
1281,,
1282,"The interior of  San Thome Basilica ,  Chennai ,  Tamil Nadu .",मूल   (PDF)  से 13 सितंबर 2011 को पुरालेखित .
1283,India has no national language.,ओड़िशा  ( भुवनेश्वर )
1284,[ 372 ] [ 373 ],झारखंड  ( रांची )
1285,,
1286,Culture,"4,486,679"
1287,Main article:  Culture of India,केरल  ( तिरुवनंतपुरम )
1288,"Indian cultural history spans more than  4,500 years .","↑  अ   आ   इ   ई   ""राष्ट्रीय चिन्ह"" ."
1289,[ 374 ]  During the  Vedic period  ( c.,अन्य मान्यता प्राप्त भाषाएं
1290,1700  BCE  – c.,बिहार  ( पटना )
1291,[ 377 ],मलयालम
1292,,
1293,Visual art,"11,007,835"
1294,Main article:  Indian art,कर्नाटक  ( बंगलोर )
1295,"There was probably originally far more in wood, which is lost.","↑   ""The Assam Official Language Act, 1960"" ."
1296,In north India  Mauryan art  is the first imperial movement.,"↑   Kulke & Rothermund 2004 , पृ॰प॰ 21–23."
1297,[ 388 ] [ 389 ],मणिपुर  ( इम्फाल )
1298,Hindu and Jain sites appear rather later.,हिन्दी [ 117 ] :pg 29   [ 129 ]
1299,"[ 393 ]   Gupta art , at its peak  c.",पश्चिम बंगाल  ( कोलकाता )
1300,300  CE  – c.,उत्तर प्रदेश
1301,[ 397 ] [ 398 ],मिज़ोरम  ( आइजोल )
1302,No doubt the style of these was used in larger paintings.,↑   राष्ट्रीय सूचना-विज्ञान केंद्र 2005 .
1303,[ 408 ] [ 409 ],मेघालय  ( शिलांग )
1304,,
1305,,
1306,,
1307,,
1308,,
1309,,
1310,,
1311,,
1312,,
1313,,
1314,550,४
1315,,
1316,,
1317,,
1318,,
1319,,
1320,,
1321,1635,१५
1322,,
1323,,
1324,,
1325,"Krishna Fluting to the Milkmaids ,  Kangra painting , 1775–1785",National Commission for Linguistic Minorities .
1326,,
1327,,
1328,Architecture,महाराष्ट्र
1329,Main article:  Architecture of India,पॉण्डिचेरी * ( पुडुचेरी )
1330,[ 410 ]   Vernacular architecture  is also regional in its flavours.,↑   en:Date and time notation in India  देखें।
1331,[ 416 ],कन्नड
1332,,
1333,Literature,मध्य प्रदेश
1334,Main article:  Indian literature,तेलंगाना  ( हैदराबाद )
1335,1500  BCE  – c.,महाराष्ट्र
1336,"1200  BCE ), the  epics :  Mahābhārata  ( c.",अंग्रेज़ी  और  नेपाली [ 117 ]
1337,400  BCE  – c.,मध्य प्रदेश
1338,400  CE ) and the  Ramayana  ( c.,मध्य प्रदेश  ( भोपाल )
1339,5th century  CE ) and  Mahākāvya  poetry.,मुख्य लेख:  भारतीय संस्कृति
1340,600  BCE  – c.,पश्चिम बंगाल
1341,Performing arts and media,गुजरात  ( गांधीनगर )
1342,One such is  Kuchipudi  shown here.,हिमाचल प्रदेश  ( शिमला )
1343,Indian music ranges over various traditions and regional styles.,मूल   (PDF)  से 27 दिसंबर 2014 को पुरालेखित .
1344,Indian dance  also features diverse folk and classical forms.,"↑  अ   आ   ""रक्षा सेवाओं के लिए प्रावधान"" ."
1345,[ 428 ],गुजराती
